"cbsa10","cbsaname10","intptlon","intptlat","pop10","afact"
"CBSA (2010)","2010 CBSA name","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Population (2010)","_us_ to cbsa10 allocation factor"
"46980","Vicksburg, MS Micropolitan Statistical Area",-90.845229,32.325884,48773,0.000158 
"47020","Victoria, TX Metropolitan Statistical Area",-96.946842,28.769848,115384,0.000374 
"47080","Vidalia, GA Micropolitan Statistical Area",-82.408752,32.179766,36346,0.000118 
"47180","Vincennes, IN Micropolitan Statistical Area",-87.457627,38.698623,38440,0.000125 
"47220","Vineland-Millville-Bridgeton, NJ Metropolitan Statistical Area",-75.087733,39.428284,156898,0.000508 
"47260","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",-76.323438,36.920449,1671683,0.005414 
"47300","Visalia-Porterville, CA Metropolitan Statistical Area",-119.231702,36.251227,442179,0.001432 
"47340","Wabash, IN Micropolitan Statistical Area",-85.802367,40.858522,32888,0.000107 
"47380","Waco, TX Metropolitan Statistical Area",-97.171286,31.541318,234906,0.000761 
"47420","Wahpeton, ND-MN Micropolitan Statistical Area",-96.698374,46.279198,22897,0.000074 
"47460","Walla Walla, WA Micropolitan Statistical Area",-118.390267,46.077822,58781,0.00019 
"47500","Walterboro, SC Micropolitan Statistical Area",-80.655484,32.916003,38892,0.000126 
"47540","Wapakoneta, OH Micropolitan Statistical Area",-84.269413,40.545245,45949,0.000149 
"47580","Warner Robins, GA Metropolitan Statistical Area",-83.663346,32.571603,139900,0.000453 
"47620","Warren, PA Micropolitan Statistical Area",-79.238673,41.851752,41815,0.000135 
"47660","Warrensburg, MO Micropolitan Statistical Area",-93.770338,38.757209,52595,0.00017 
"47700","Warsaw, IN Micropolitan Statistical Area",-85.830453,41.266796,77358,0.000251 
"47780","Washington, IN Micropolitan Statistical Area",-87.098024,38.696964,31648,0.000103 
"47820","Washington, NC Micropolitan Statistical Area",-76.956602,35.519484,47759,0.000155 
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",-77.18706,38.895009,5582170,0.01808 
"47920","Washington Court House, OH Micropolitan Statistical Area",-83.443816,39.549717,29030,0.000094 
"47940","Waterloo-Cedar Falls, IA Metropolitan Statistical Area",-92.399099,42.519128,167819,0.000544 
"47980","Watertown, SD Micropolitan Statistical Area",-97.133323,44.866416,33130,0.000107 
"48020","Watertown-Fort Atkinson, WI Micropolitan Statistical Area",-88.784739,43.040167,83686,0.000271 
"48060","Watertown-Fort Drum, NY Micropolitan Statistical Area",-75.896597,44.019126,116229,0.000376 
"48100","Wauchula, FL Micropolitan Statistical Area",-81.815441,27.548313,27731,0.00009 
"48140","Wausau, WI Metropolitan Statistical Area",-89.710864,44.908504,134063,0.000434 
"48180","Waycross, GA Micropolitan Statistical Area",-82.33506,31.256743,55070,0.000178 
"48220","Weatherford, OK Micropolitan Statistical Area",-98.839497,35.547405,27469,0.000089 
"48300","Wenatchee-East Wenatchee, WA Metropolitan Statistical Area",-120.284799,47.523868,110884,0.000359 
"48460","West Plains, MO Micropolitan Statistical Area",-91.873786,36.793133,40400,0.000131 
"48500","West Point, MS Micropolitan Statistical Area",-88.692496,33.62459,20634,0.000067 
"48540","Wheeling, WV-OH Metropolitan Statistical Area",-80.782544,40.027299,147950,0.000479 
"48580","Whitewater, WI Micropolitan Statistical Area",-88.54073,42.664075,102228,0.000331 
"48620","Wichita, KS Metropolitan Statistical Area",-97.311759,37.689906,623061,0.002018 
"48660","Wichita Falls, TX Metropolitan Statistical Area",-98.533433,33.9026,151306,0.00049 
"48700","Williamsport, PA Metropolitan Statistical Area",-76.984142,41.249889,116111,0.000376 
"48740","Willimantic, CT Micropolitan Statistical Area",-71.995002,41.804226,118428,0.000384 
"48780","Williston, ND Micropolitan Statistical Area",-103.56342,48.199801,22398,0.000073 
"48820","Willmar, MN Micropolitan Statistical Area",-95.016746,45.15505,42239,0.000137 
"48900","Wilmington, NC Metropolitan Statistical Area",-77.976748,34.196856,362315,0.001174 
"48940","Wilmington, OH Micropolitan Statistical Area",-83.842296,39.41055,42040,0.000136 
"48980","Wilson, NC Micropolitan Statistical Area",-77.931314,35.726988,81234,0.000263 
"49020","Winchester, VA-WV Metropolitan Statistical Area",-78.266456,39.199635,128472,0.000416 
"49060","Winfield, KS Micropolitan Statistical Area",-96.997749,37.174285,36311,0.000118 
"49100","Winona, MN Micropolitan Statistical Area",-91.714428,44.023707,51461,0.000167 
"49180","Winston-Salem, NC Metropolitan Statistical Area",-80.314867,36.12001,477717,0.001547 
"49260","Woodward, OK Micropolitan Statistical Area",-99.383873,36.426109,20081,0.000065 
"49300","Wooster, OH Micropolitan Statistical Area",-81.864312,40.838545,114520,0.000371 
"49340","Worcester, MA Metropolitan Statistical Area",-71.805421,42.303705,798552,0.002586 
"49380","Worthington, MN Micropolitan Statistical Area",-95.667424,43.636328,21378,0.000069 
"49420","Yakima, WA Metropolitan Statistical Area",-120.416703,46.515823,243231,0.000788 
"49460","Yankton, SD Micropolitan Statistical Area",-97.394905,42.902431,22438,0.000073 
"49540","Yazoo City, MS Micropolitan Statistical Area",-90.380237,32.828491,28065,0.000091 
"49620","York-Hanover, PA Metropolitan Statistical Area",-76.750877,39.942113,434972,0.001409 
"49660","Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",-80.645829,41.164632,565773,0.001832 
"49700","Yuba City, CA Metropolitan Statistical Area",-121.584726,39.136935,166892,0.000541 
"49740","Yuma, AZ Metropolitan Statistical Area",-114.598603,32.650041,195751,0.000634 
"49780","Zanesville, OH Micropolitan Statistical Area",-81.996888,39.961284,86074,0.000279 
"99999","99999",-90.964729,38.680769,19484223,0.063108 
